Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
elclasificado.com/phoenix/rentas-apartamentos/madison-pointe-8872099,1,1,00:04:54,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/mesa-ridge-8861843,1,1,00:00:11,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/mosaic-7383109,1,1,00:00:14,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/oakwood-villas-apartments-8861817,1,1,00:01:36,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/papago-gardens-8859562,1,1,00:00:34,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/parcland-crossing-7396328,1,1,00:00:12,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/roosevelt-point-downtown-phoe-8873160,1,1,00:00:15,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/san-tierra-8808551,1,1,00:00:19,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/sandstone-ridge-apartments-8865258,1,1,00:00:48,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/skyline-lofts-7498514,1,1,00:00:00,0,0.00%,100.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/the-edge-apartments-8859564,1,1,00:00:53,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/the-franciscan-8867565,1,1,00:03:34,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/the-legacy-crossing-8871319,1,1,00:01:27,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/the-villages-at-metro-center-7570346,1,1,00:00:54,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/tierra-santa-8861825,1,1,00:01:18,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/twin-palms-8859559,1,1,00:01:24,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/visit-your-new-studio-apt-home-7570256,1,1,00:00:00,0,0.00%,100.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/vue-park-west-8869444,1,1,00:02:21,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/warren-24th-8867317,1,1,00:00:11,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/warren-house-east-8867316,1,1,00:00:26,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/warren-house-phoenix-8867324,1,1,00:00:12,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/warren-windsor-8869456,1,1,00:00:59,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/waterford-at-peoria-8869346,1,1,00:01:25,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/rentas-apartamentos/welcome-to-your-1-bed-apt-home-7570473,1,1,00:01:51,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/rentas-comerciales,1,1,00:00:00,1,100.00%,100.00%,$0.00
elclasificado.com/phoenix/rentas-comerciales?exp=true,1,1,00:00:00,1,100.00%,100.00%,$0.00
elclasificado.com/phoenix/reparacion-auto,1,1,00:00:00,1,100.00%,100.00%,$0.00
elclasificado.com/phoenix/reparaciones-hogar,1,1,00:00:06,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/reparaciones-telefono-computadora,1,1,00:00:00,1,100.00%,100.00%,$0.00
elclasificado.com/phoenix/rines-llantas-autos?exp=true,1,1,00:00:00,1,100.00%,100.00%,$0.00
elclasificado.com/phoenix/salones-belleza/,1,1,00:00:00,1,100.00%,100.00%,$0.00
elclasificado.com/phoenix/salones-belleza/belleza-a-domicilio-8160805,1,1,00:00:00,1,100.00%,100.00%,$0.00
elclasificado.com/phoenix/salones-belleza/cortes-y-estilos-modernos-7294372,1,1,00:00:10,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/salones-fiestas/bodas-a-domicilio-8485941,1,1,00:00:13,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/salones-fiestas/salon-de-fiestas-en-tempe-8484832,1,1,00:01:42,1,0.00%,0.00%,$0.00
elclasificado.com/phoenix/satelite-cable/aqui-todos-califican-8574412,1,1,00:00:20,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/satelite-cable/aqui-todos-califican-8621699,1,1,00:00:15,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/satelite-cable/disfruta-la-mejor-programacion-8510161,1,1,00:00:10,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/satelite-cable/dish-latino-me-encanta-7306597,1,1,00:00:14,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/satelite-cable/facil-de-calificar-8756043,1,1,00:00:35,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/satelite-cable/flex-tv-29-99-al-mes-8564923,1,1,00:00:31,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/satelite-cable/gran-oferta-del-mes-dishlatino-8348482,1,1,00:00:55,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/satelite-cable/gran-oferta-dish-latino-8791761,1,1,00:00:14,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/satelite-cable/lo-mejor-es-dish-8503649,1,1,00:00:50,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/scion-autos-autodealer/2012-scion-xb-8434507,1,1,00:00:39,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/search-results?categoryId=2,1,1,00:08:19,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/search-results?categoryId=26,1,1,00:00:39,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/search-results?categoryId=28,1,1,00:00:00,0,0.00%,100.00%,$0.00
elclasificado.com/phoenix/search-results?categoryId=31,1,1,00:00:09,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/search-results?categoryId=38,1,1,00:00:20,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/search-results?categoryId=39,1,1,00:00:27,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/search-results?categoryId=46,1,1,00:00:00,0,0.00%,100.00%,$0.00
elclasificado.com/phoenix/seguros-casa,1,1,00:00:00,1,100.00%,100.00%,$0.00
elclasificado.com/phoenix/seguros-dental/plan-dental-19-95-mes-8464833,1,1,00:00:59,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/servicio-hogar/exodus-electric-8695499,1,1,00:00:36,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/servicio-internet/azafatas-y-promotores-7674956,1,1,00:00:00,0,0.00%,100.00%,$0.00
elclasificado.com/phoenix/servicio-internet/ecommerce-development-services-8768405,1,1,00:00:13,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/servicio-internet/internet-satelital-39-99-8613395,1,1,00:00:21,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/servicio-internet/internet-satelital-39-99-8613552,1,1,00:01:01,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/servicios-comunitarios/,1,1,00:00:32,1,0.00%,0.00%,$0.00
elclasificado.com/phoenix/servicios-generales/desert-mountain-landscaping-8819312,1,1,00:00:24,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/servicios-generales/perfemex-electric-8563931,1,1,00:00:01,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/servicios-limpieza-hogar/magic-touch-7417729,1,1,00:00:00,0,0.00%,100.00%,$0.00
elclasificado.com/phoenix/servicios-limpieza-hogar/todo-estados-unidos-8711047,1,1,00:00:00,1,100.00%,100.00%,$0.00
elclasificado.com/phoenix/servicios-miscelaneos/mejora-tu-vida-de-pareja-8826997,1,1,00:00:06,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/servicios-religiosos-fiestas,1,1,00:00:00,0,0.00%,100.00%,$0.00
elclasificado.com/phoenix/servicios-religiosos-fiestas/bodas-a-domicilio-8489049,1,1,00:00:00,1,100.00%,100.00%,$0.00
elclasificado.com/phoenix/servicios-salud,1,1,00:00:14,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/servicios-salud/terapias-emocionales-7677144,1,1,00:00:54,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/sistemas-seguridad/alarmas-casas-y-negocios-8485904,1,1,00:00:00,1,100.00%,100.00%,$0.00
elclasificado.com/phoenix/tocadas-gigs-musica?exp=true,1,1,00:10:03,1,0.00%,0.00%,$0.00
elclasificado.com/phoenix/trabajo-independientes/el-dinero-es-el-motivo-8828978,1,1,00:16:23,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/trabajo-independientes/empresario-independiente-8375204,1,1,00:00:00,0,0.00%,100.00%,$0.00
elclasificado.com/phoenix/trabajo-independientes/energia-renovable-y-p-moviles-8375562,1,1,00:00:44,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/trabajo-independientes/enfocate-en-ganar-dinero-7554186,1,1,00:00:00,1,100.00%,100.00%,$0.00
elclasificado.com/phoenix/trabajo-independientes/enprendedoras-8345426,1,1,00:05:13,1,0.00%,0.00%,$0.00
elclasificado.com/phoenix/trabajo-independientes/experiencia-en-multinivel-7599331,1,1,00:00:17,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/trabajo-independientes/galve-z-roofing-8457941,1,1,00:00:13,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/trabajo-independientes/limpieza-de-casas-8324832,1,1,00:00:12,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/trabajo-independientes/oportunidad-de-negocio-8333088,1,1,00:00:36,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/trabajo-independientes/oportunidad-de-trabajo-8374395,1,1,00:01:13,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/trabajo-independientes/oportunidad-para-ti-y-familia-8473167,1,1,00:00:12,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/trabajo-independientes/paneles-solares-7595159,1,1,00:00:23,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/trabajo-independientes/trabajo-desde-el-hogar-8372954,1,1,00:00:19,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/trabajo-independientes/trabajo-desde-el-hogar-8604327,1,1,00:00:06,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/trabajo-independientes/trabajo-desde-el-hogar-8707917,1,1,00:00:14,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/trabajo-independientes/trabajo-desde-el-hogar-8874630,1,1,00:00:07,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/trabajo-independientes/unete-a-princess-house-7414409,1,1,00:02:07,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/transporte-transporte/mudanzas-express-8632998,1,1,00:00:03,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/unas-acrilicas?exp=true,1,1,00:00:00,1,100.00%,100.00%,$0.00
elclasificado.com/phoenix/venta-casas/compra-casa-en-tamazula-jal-7675939,1,1,00:00:06,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/venta-celulares/blackberry-porsche-design-p-99-8511554,1,1,00:00:33,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/venta-computadoras/tutoria-computacion-y-mas-8610571,1,1,00:02:54,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/venta-servicios-telefonos/telefono-residencial-8516977,1,1,00:01:00,0,0.00%,0.00%,$0.00
elclasificado.com/phoenix/volkswagen-autos?exp=true,1,1,00:00:00,1,100.00%,100.00%,$0.00
elclasificado.com/sacramento/rentas-apartamentos/the-phoenix-apartment-living-8859931,1,1,00:00:57,0,0.00%,0.00%,$0.00
,"48,589","28,029",00:00:57,"9,790",41.57%,20.01%,<$0.01

Day Index,Pageviews
11/16/14,"1,957"
11/17/14,"1,896"
11/18/14,"1,709"
11/19/14,"1,909"
11/20/14,"1,695"
11/21/14,"1,448"
11/22/14,"1,267"
11/23/14,"1,890"
11/24/14,"1,850"
11/25/14,"1,757"
11/26/14,"1,609"
11/27/14,968
11/28/14,"1,321"
11/29/14,"1,702"
11/30/14,"1,577"
12/1/14,"1,782"
12/2/14,"1,721"
12/3/14,"1,871"
12/4/14,"1,902"
12/5/14,"1,420"
12/6/14,"1,393"
12/7/14,"1,636"
12/8/14,"1,434"
12/9/14,"1,484"
12/10/14,"1,435"
12/11/14,"1,321"
12/12/14,"1,425"
12/13/14,"1,234"
12/14/14,"1,168"
12/15/14,"1,458"
12/16/14,"1,350"
,"48,589"

